Roza2019_VCF_ID,Roza2019_VCF_ID1,Sample_ID,Plant_ID,Ordering,rep,col,row,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,kmeans,DAPC
357_S284_R1_001,SM:357_S284_R1_001,357_15A-108A-7,357,262,1,14,15,15A,108A,1622,7,1613-15x1622-15A,1613-15,1622-15A,108A_7,Plant#7,1613-15_1622-15A,1613-15,1622-15A,15,-17.0870154136998,16.680903113254,50.3880720428386,2,2
358_S296_R1_001,SM:358_S296_R1_001,358_15A-108A-4,358,263,1,14,16,15A,108A,1622,4,1613-15x1622-15A,1613-15,1622-15A,108A_4,Plant#4,1613-15_1622-15A,1613-15,1622-15A,15,-124.816148269831,29.4071151993892,2.86757328440626,2,2
36_S458_R1_001,SM:36_S458_R1_001,36_15G-113A-8,36,28,1,2,9,15G,113A,1622,8,1613-15x1622-15G,1613-15,1622-15G,113A_8,plant#8,1613-15_1622-15G,1613-15,1622-15G,15,3.02948424052052,-3.97836506407344,5.45316258959468,1,1
360_S308_R1_001,SM:360_S308_R1_001,360_15F-112A-3,360,264,1,14,17,15F,112A,1622,3,1613-15x1622-15F,1613-15,1622-15F,112A_3,Plant#3,1613-15_1622-15F,1613-15,1622-15F,15,-54.3670768135078,38.6458284896116,-25.9533870968657,2,2
361_S227_R1_001,SM:361_S227_R1_001,361_15F-112A-6,361,265,1,14,18,15F,112A,1622,6,1613-15x1622-15F,1613-15,1622-15F,112A_6,Plant#6,1613-15_1622-15F,1613-15,1622-15F,15,-108.065589204115,45.6689107073994,2.90430463896784,2,2
362_S239_R1_001,SM:362_S239_R1_001,362_15F-112A-7,362,266,1,14,19,15F,112A,1622,7,1613-15x1622-15F,1613-15,1622-15F,112A_7,Plant#7,1613-15_1622-15F,1613-15,1622-15F,15,-137.045123940629,35.020098306205,2.99354217923299,2,2
363_S250_R1_001,SM:363_S250_R1_001,363_15F-112A-5,363,267,1,15,1,15F,112A,1622,5,1613-15x1622-15F,1613-15,1622-15F,112A_5,Plant#5,1613-15_1622-15F,1613-15,1622-15F,15,-103.928898496902,48.2707883537897,25.4425149178222,2,2
364_S262_R1_001,SM:364_S262_R1_001,364_15G-113A-4,364,268,1,15,2,15G,113A,1622,4,1613-15x1622-15G,1613-15,1622-15G,113A_4,Plant#4,1613-15_1622-15G,1613-15,1622-15G,15,-58.0243202431408,1.89275741833949,-9.9291274919674,2,2
366_S274_R1_001,SM:366_S274_R1_001,366_17F-130A-5,366,269,1,15,3,17F,130A,1622,5,1613-17x1622-17F,1613-17,1622-17F,130A_5,Plant#5,1613-17_1622-17F,1613-17,1622-17F,17,-49.150496817197,10.7015942956514,17.3968673055227,2,2
367_S285_R1_001,SM:367_S285_R1_001,367_17F-130A-6,367,270,1,15,4,17F,130A,1622,6,1613-17x1622-17F,1613-17,1622-17F,130A_6,Plant#6,1613-17_1622-17F,1613-17,1622-17F,17,5.13307225406012,-20.2127460076983,6.33342304416218,1,1
368_S297_R1_001,SM:368_S297_R1_001,368_17H-132A-6,368,271,1,15,5,17H,132A,1622,6,1613-17x1622-17H,1613-17,1622-17H,132A_6,Plant#6,1613-17_1622-17H,1613-17,1622-17H,17,17.4399500022652,-8.67788328141492,5.31687035784661,1,1
369_S309_R1_001,SM:369_S309_R1_001,369_17H-132A-4,369,272,1,15,6,17H,132A,1622,4,1613-17x1622-17H,1613-17,1622-17H,132A_4,Plant#4,1613-17_1622-17H,1613-17,1622-17H,17,-27.0421653378316,-73.5378532545332,-26.1144496616234,3,3
37_S423_R1_001,SM:37_S423_R1_001,37_16E-121A-1,37,29,1,2,10,16E,121A,1622,1,1613-16x1622-16E,1613-16,1622-16E,121A_1,Plant#1,1613-16_1622-16E,1613-16,1622-16E,16,-27.7646893896365,-71.7117085752106,-30.9994004268755,3,3
370_S228_R1_001,SM:370_S228_R1_001,370_18C-139A-4,370,273,1,15,7,18C,139A,1622,4,1613-18x1622-18C,1613-18,1622-18C,139A_4,Plant#4,1613-18_1622-18C,1613-18,1622-18C,18,3.04635109341674,-43.9796922332968,-48.8361946736891,3,3
371_S240_R1_001,SM:371_S240_R1_001,371_18C-139A-6,371,274,1,15,8,18C,139A,1622,6,1613-18x1622-18C,1613-18,1622-18C,139A_6,Plant#6,1613-18_1622-18C,1613-18,1622-18C,18,-29.1263100133331,-67.2329233441887,-29.9313837036483,3,3
372_S251_R1_001,SM:372_S251_R1_001,372_18D-140A-6,372,275,1,15,9,18D,140A,1622,6,1613-18x1622-18D,1613-18,1622-18D,140A_6,Plant#6,1613-18_1622-18D,1613-18,1622-18D,18,-15.1865366590643,-52.8371353516541,-7.48868968637149,3,3
373_S263_R1_001,SM:373_S263_R1_001,373_18D-140A-7,373,276,1,15,10,18D,140A,1622,7,1613-18x1622-18D,1613-18,1622-18D,140A_7,Plant#7,1613-18_1622-18D,1613-18,1622-18D,18,-11.7382160134418,-57.5497622830473,-22.2679779871032,3,3
374_S275_R1_001,SM:374_S275_R1_001,374_18D-140A-4,374,277,1,15,11,18D,140A,1622,4,1613-18x1622-18D,1613-18,1622-18D,140A_4,Plant#4,1613-18_1622-18D,1613-18,1622-18D,18,-5.10114378079846,-35.0743323210184,-4.57071723715825,3,3
375_S286_R1_001,SM:375_S286_R1_001,375_18F-142A-3,375,278,1,15,12,18F,142A,1622,3,1613-18x1622-18F,1613-18,1622-18F,142A_3,Plant#3,1613-18_1622-18F,1613-18,1622-18F,18,3.2309802882858,-45.7601113830038,-13.4246806893947,3,3
376_S298_R1_001,SM:376_S298_R1_001,376_18F-142A-4,376,279,1,15,13,18F,142A,1622,4,1613-18x1622-18F,1613-18,1622-18F,142A_4,Plant#4,1613-18_1622-18F,1613-18,1622-18F,18,-26.0682609763783,-46.1495004044114,-19.9345114983789,3,3
378_S310_R1_001,SM:378_S310_R1_001,378_19B-148A-3,378,280,1,15,14,19B,148A,1622,3,1613-19x1622-19B,1613-19,1622-19B,148A_3,Plant#3,1613-19_1622-19B,1613-19,1622-19B,19,27.5802366668719,4.47292262277732,13.1269873577233,1,1
379_S229_R1_001,SM:379_S229_R1_001,379_19C-149A-7,379,281,1,15,15,19C,149A,1622,7,1613-19x1622-19C,1613-19,1622-19C,149A_7,Plant#7,1613-19_1622-19C,1613-19,1622-19C,19,21.0323022287018,18.7439603381252,-43.8925657726786,1,1
380_S241_R1_001,SM:380_S241_R1_001,380_19C-149A-4,380,282,1,15,16,19C,149A,1622,4,1613-19x1622-19C,1613-19,1622-19C,149A_4,Plant#4,1613-19_1622-19C,1613-19,1622-19C,19,9.3063390884466,18.5677893542845,-53.9595581055831,1,1
381_S252_R1_001,SM:381_S252_R1_001,381_19C-149A-5,381,283,1,15,17,19C,149A,1622,5,1613-19x1622-19C,1613-19,1622-19C,149A_5,Plant#5,1613-19_1622-19C,1613-19,1622-19C,19,31.227317673086,14.2964937243824,-24.2771922829706,1,1
382_S264_R1_001,SM:382_S264_R1_001,382_19J-153A-6,382,284,1,15,18,19J,153A,1622,6,1613-19x1622-19J,1613-19,1622-19J,153A_6,Plant#6,1613-19_1622-19J,1613-19,1622-19J,19,25.5204400807951,14.0598416095351,-40.5122877646245,1,1
383_S276_R1_001,SM:383_S276_R1_001,383_19J-153A-5,383,285,1,15,19,19J,153A,1622,5,1613-19x1622-19J,1613-19,1622-19J,153A_5,Plant#5,1613-19_1622-19J,1613-19,1622-19J,19,30.3726145796292,8.97964360280456,-45.2887804318451,1,1
384_S287_R1_001,SM:384_S287_R1_001,384_19K-154A-3,384,286,1,16,1,19K,154A,1622,3,1613-19x1622-19K,1613-19,1622-19K,154A_3,Plant#3,1613-19_1622-19K,1613-19,1622-19K,19,25.0199103026449,25.3298529142613,-63.7358020184764,1,1
385_S299_R1_001,SM:385_S299_R1_001,385_19K-154A-5,385,287,1,16,2,19K,154A,1622,5,1613-19x1622-19K,1613-19,1622-19K,154A_5,Plant#5,1613-19_1622-19K,1613-19,1622-19K,19,28.7679111664893,12.3018488386587,-26.9204755167071,1,1
386_S311_R1_001,SM:386_S311_R1_001,386_2D-4A-4,386,288,1,16,3,2D,4A,1622,4,1613-2x1622-2D,1613-2,1622-2D,4A_4,Plant#4,1613-2_1622-2D,1613-2,1622-2D,2,-37.6729839421281,54.724037673919,-32.9847133202377,2,2
387_S230_R1_001,SM:387_S230_R1_001,387_2D-4A-3,387,289,1,16,4,2D,4A,1622,3,1613-2x1622-2D,1613-2,1622-2D,4A_3,Plant#3,1613-2_1622-2D,1613-2,1622-2D,2,16.8668278284691,21.8005065657853,-33.205226017813,1,1
389_S242_R1_001,SM:389_S242_R1_001,389_20H-161A-3,389,290,1,16,5,20H,161A,1622,3,1613-20x1622-20H,1613-20,1622-20H,161A_3,Plant#3,1613-20_1622-20H,1613-20,1622-20H,20,13.8611572458367,49.5652104645154,1.17592419793326,1,1
390_S253_R1_001,SM:390_S253_R1_001,390_20H-161A-6,390,291,1,16,6,20H,161A,1622,6,1613-20x1622-20H,1613-20,1622-20H,161A_6,Plant#6,1613-20_1622-20H,1613-20,1622-20H,20,8.52293703231714,47.1273713561885,2.54152008865902,1,1
391_S265_R1_001,SM:391_S265_R1_001,391_20H-161A-7,391,292,1,16,7,20H,161A,1622,7,1613-20x1622-20H,1613-20,1622-20H,161A_7,Plant#7,1613-20_1622-20H,1613-20,1622-20H,20,23.892209045474,8.57319009753244,54.3199808403131,1,1
392_S277_R1_001,SM:392_S277_R1_001,392_21I-170A-4,392,293,1,16,8,21I,170A,1622,4,1613-21x1622-21I,1613-21,1622-21I,170A_4,Plant#4,1613-21_1622-21I,1613-21,1622-21I,21,27.9420783840102,-5.83802513980413,60.4272905372943,1,1
393_S288_R1_001,SM:393_S288_R1_001,393_21A-166A-3,393,294,1,16,9,21A,166A,1622,3,1613-21x1622-21A,1613-21,1622-21A,166A_3,Plant#3,1613-21_1622-21A,1613-21,1622-21A,21,-5.5796291894612,-34.3563709021345,-3.79575194985954,3,3
397_S300_R1_001,SM:397_S300_R1_001,397_22F-176A-4,397,295,1,16,10,22F,176A,1622,4,1613-22x1622-22F,1613-22,1622-22F,176A_4,Plant#4,1613-22_1622-22F,1613-22,1622-22F,22,20.7092033936613,16.3099626720066,-1.27213325948435,1,1
4_S444_R1_001,SM:4_S444_R1_001,4_10D-77A-14,4,2,1,1,2,10D,77A,1622,14,1613-10x1622-10D,1613-10,1622-10D,77A_14,Plant#14,1613-10_1622-10D,1613-10,1622-10D,10,-62.8088501511593,12.5993424253697,2.82093419364097,2,2
40_S459_R1_001,SM:40_S459_R1_001,40_16D-120A-1,40,30,1,2,11,16D,120A,1622,1,1613-16x1622-16D,1613-16,1622-16D,120A_1,Plant#1,1613-16_1622-16D,1613-16,1622-16D,16,-38.0265513164629,-87.8927988402034,-41.7216086475728,3,3
400_S312_R1_001,SM:400_S312_R1_001,400_22F-176A-7,400,296,1,16,11,22F,176A,1622,7,1613-22x1622-22F,1613-22,1622-22F,176A_7,Plant#7,1613-22_1622-22F,1613-22,1622-22F,22,32.6870011371587,-16.9859746055001,97.0784524773739,1,1
401_S231_R1_001,SM:401_S231_R1_001,401_22F-176A-3,401,297,1,16,12,22F,176A,1622,3,1613-22x1622-22F,1613-22,1622-22F,176A_3,Plant#3,1613-22_1622-22F,1613-22,1622-22F,22,28.3128003371358,23.5076964550824,-3.63905614053275,1,1
402_S243_R1_001,SM:402_S243_R1_001,402_22G-177A-3,402,298,1,16,13,22G,177A,1622,3,1613-22x1622-22G,1613-22,1622-22G,177A_3,Plant#3,1613-22_1622-22G,1613-22,1622-22G,22,25.7496786275477,15.5230078977717,-13.5398885408341,1,1
404_S254_R1_001,SM:404_S254_R1_001,404_23A-182A-4,404,299,1,16,14,23A,182A,1622,4,1613-23x1622-23A,1613-23,1622-23A,182A_4,Plant#4,1613-23_1622-23A,1613-23,1622-23A,23,9.63494766798595,-6.66772173980608,-6.03439450918289,1,1
405_S266_R1_001,SM:405_S266_R1_001,405_23D-184A-6,405,300,1,16,15,23D,184A,1622,6,1613-23x1622-23D,1613-23,1622-23D,184A_6,Plant#6,1613-23_1622-23D,1613-23,1622-23D,23,-17.4178557970216,-8.02323682154493,-20.2242786939494,3,1
406_S278_R1_001,SM:406_S278_R1_001,406_23D-184A-7,406,301,1,16,16,23D,184A,1622,7,1613-23x1622-23D,1613-23,1622-23D,184A_7,Plant#7,1613-23_1622-23D,1613-23,1622-23D,23,-13.1931707093084,-58.7461107084141,-23.5057839268001,3,3
408_S289_R1_001,SM:408_S289_R1_001,408_23F-186A-7,408,302,1,16,17,23F,186A,1622,7,1613-23x1622-23F,1613-23,1622-23F,186A_7,Plant#7,1613-23_1622-23F,1613-23,1622-23F,23,18.7642834119832,5.28309999639579,-0.600703942181727,1,1
409_S301_R1_001,SM:409_S301_R1_001,409_26A-192A-4,409,303,1,16,18,26A,192A,1622,4,1613-26x1622-26A,1613-26,1622-26A,192A_4,Plant#4,1613-26_1622-26A,1613-26,1622-26A,26,-51.8485953647406,39.8543952837471,21.4525624714495,2,2
41_S470_R1_001,SM:41_S470_R1_001,41_16D-120A-2,41,31,1,2,12,16D,120A,1622,2,1613-16x1622-16D,1613-16,1622-16D,120A_2,Plant#2,1613-16_1622-16D,1613-16,1622-16D,16,-17.3349584973258,-103.222806313958,-38.8881873210464,3,3
410_S313_R1_001,SM:410_S313_R1_001,410_26D-195A-3,410,304,1,16,19,26D,195A,1622,3,1613-26x1622-26D,1613-26,1622-26D,195A_3,Plant#3,1613-26_1622-26D,1613-26,1622-26D,26,7.95647044419659,-3.24878884688866,20.2594580623181,1,1
411_S232_R1_001,SM:411_S232_R1_001,411_26D-195A-4,411,305,1,17,1,26D,195A,1622,4,1613-26x1622-26D,1613-26,1622-26D,195A_4,Plant#4,1613-26_1622-26D,1613-26,1622-26D,26,1.2059163366024,8.65464243298297,16.8523908386272,1,1
413_S244_R1_001,SM:413_S244_R1_001,413_26D-195A-8,413,306,1,17,2,26D,195A,1622,8,1613-26x1622-26D,1613-26,1622-26D,195A_8,Plant#8,1613-26_1622-26D,1613-26,1622-26D,26,10.7012433351623,3.94291991921262,5.99929787459115,1,1
414_S255_R1_001,SM:414_S255_R1_001,414_26E-196A-5,414,307,1,17,3,26E,196A,1622,5,1613-26x1622-26E,1613-26,1622-26E,196A_5,Plant#5,1613-26_1622-26E,1613-26,1622-26E,26,25.1684414892597,-4.19368803316537,29.6265760482542,1,1
416_S267_R1_001,SM:416_S267_R1_001,416_26E-196A-4,416,308,1,17,4,26E,196A,1622,4,1613-26x1622-26E,1613-26,1622-26E,196A_4,Plant#4,1613-26_1622-26E,1613-26,1622-26E,26,1.09336203417814,-37.0260704359794,-2.51295528018221,3,3
42_S482_R1_001,SM:42_S482_R1_001,42_16E-121A-2,42,32,1,2,13,16E,121A,1622,2,1613-16x1622-16E,1613-16,1622-16E,121A_2,Plant#2,1613-16_1622-16E,1613-16,1622-16E,16,6.10870387426541,-83.508973203685,26.0717345842213,3,3
420_S279_R1_001,SM:420_S279_R1_001,420_28B-204A-5,420,309,1,17,5,28B,204A,1622,5,1613-28x1622-28B,1613-28,1622-28B,204A_5,Plant#5,1613-28_1622-28B,1613-28,1622-28B,28,23.393696699482,-10.981076164748,4.98393634093928,1,1
421_S290_R1_001,SM:421_S290_R1_001,421_28D-206A-3,421,310,1,17,6,28D,206A,1622,3,1613-28x1622-28D,1613-28,1622-28D,206A_3,Plant#3,1613-28_1622-28D,1613-28,1622-28D,28,-52.761760660883,10.5808460009407,17.5124808908377,2,2
422_S302_R1_001,SM:422_S302_R1_001,422_28D-206A-6,422,311,1,17,7,28D,206A,1622,6,1613-28x1622-28D,1613-28,1622-28D,206A_6,Plant#6,1613-28_1622-28D,1613-28,1622-28D,28,22.0587784816946,-4.53454443390104,5.48233267185559,1,1
423_S314_R1_001,SM:423_S314_R1_001,423_28D-206A-7,423,312,1,17,8,28D,206A,1622,7,1613-28x1622-28D,1613-28,1622-28D,206A_7,Plant#7,1613-28_1622-28D,1613-28,1622-28D,28,34.1276603149345,8.20793429565961,0.276129767073763,1,1
425_S233_R1_001,SM:425_S233_R1_001,425_28D-206A-4,425,313,1,17,9,28D,206A,1622,4,1613-28x1622-28D,1613-28,1622-28D,206A_4,Plant#4,1613-28_1622-28D,1613-28,1622-28D,28,15.7917672509236,-12.9573125295426,18.7122285666656,1,1
427_S245_R1_001,SM:427_S245_R1_001,427_29C-213A-5,427,314,1,17,10,29C,213A,1622,5,1613-29x1622-29C,1613-29,1622-29C,213A_5,Plant#5,1613-29_1622-29C,1613-29,1622-29C,29,11.7479680000155,-19.360229724682,3.67549676322101,1,1
428_S256_R1_001,SM:428_S256_R1_001,428_29C-213A-6,428,315,1,17,11,29C,213A,1622,6,1613-29x1622-29C,1613-29,1622-29C,213A_6,Plant#6,1613-29_1622-29C,1613-29,1622-29C,29,23.6171194851784,-10.759673206372,-4.57984192693632,1,1
432_S268_R1_001,SM:432_S268_R1_001,432_3J-16A-3,432,316,1,17,12,3J,16A,1622,3,1613-3x1622-3J,1613-3,1622-3J,16A_3,Plant#3,1613-3_1622-3J,1613-3,1622-3J,3,32.0297215384084,31.3089832135971,-12.8689984349435,1,1
435_S280_R1_001,SM:435_S280_R1_001,435_30A-218A-5,435,317,1,17,13,30A,218A,1622,5,1613-30x1622-30A,1613-30,1622-30A,218A_5,Plant#5,1613-30_1622-30A,1613-30,1622-30A,30,31.1656786014997,-0.311121323290473,17.6888036527022,1,1
436_S291_R1_001,SM:436_S291_R1_001,436_30B-219A-4,436,318,1,17,14,30B,219A,1622,4,1613-30x1622-30B,1613-30,1622-30B,219A_4,Plant#4,1613-30_1622-30B,1613-30,1622-30B,30,24.5075134567802,-8.02231208124818,10.6993516468386,1,1
437_S303_R1_001,SM:437_S303_R1_001,437_30B-219A-7,437,319,1,17,15,30B,219A,1622,7,1613-30x1622-30B,1613-30,1622-30B,219A_7,Plant#7,1613-30_1622-30B,1613-30,1622-30B,30,22.8003708441984,-9.42737153605798,15.1242300022588,1,1
438_S315_R1_001,SM:438_S315_R1_001,438_30L-228A-4,438,320,1,17,16,30L,228A,1622,4,1613-30x1622-30L,1613-30,1622-30L,228A_4,Plant#4,1613-30_1622-30L,1613-30,1622-30L,30,33.8547357386184,26.8747654543509,-17.7211778457465,1,1
439_S234_R1_001,SM:439_S234_R1_001,439_30L-228A-3,439,321,1,17,17,30L,228A,1622,3,1613-30x1622-30L,1613-30,1622-30L,228A_3,Plant#3,1613-30_1622-30L,1613-30,1622-30L,30,28.3010257696882,6.14835106155975,-17.6148762827118,1,1
44_S505_R1_001,SM:44_S505_R1_001,44_17E-129A-1,44,33,1,2,14,17E,129A,1622,1,1613-17x1622-17E,1613-17,1622-17E,129A_1,Plant#1,1613-17_1622-17E,1613-17,1622-17E,17,3.66398778684712,-41.0311030386624,22.0361013541981,3,3
440_S246_R1_001,SM:440_S246_R1_001,440_31A-229A-3,440,322,1,17,18,31A,229A,1622,3,1613-31x1622-31A,1613-31,1622-31A,229A_3,Plant#3,1613-31_1622-31A,1613-31,1622-31A,31,4.20321400180126,-12.9676015541275,17.2286214175775,1,1
441_S257_R1_001,SM:441_S257_R1_001,441_31F-232A-5,441,323,1,17,19,31F,232A,1622,5,1613-31x1622-31F,1613-31,1622-31F,232A_5,Plant#5,1613-31_1622-31F,1613-31,1622-31F,31,5.00018568749731,4.6862359359177,10.5374103327863,1,1
442_S269_R1_001,SM:442_S269_R1_001,442_31F-232A-6,442,324,1,18,1,31F,232A,1622,6,1613-31x1622-31F,1613-31,1622-31F,232A_6,Plant#6,1613-31_1622-31F,1613-31,1622-31F,31,2.61403803925847,-6.39964732305725,3.52296849429283,1,1
446_S281_R1_001,SM:446_S281_R1_001,446_5I-34A-4,446,325,1,18,2,5I,34A,1622,4,1613-5x1622-5I,1613-5,1622-5I,34A_4,Plant#4,1613-5_1622-5I,1613-5,1622-5I,5,27.9747389793931,1.72000753016713,50.9616182846605,1,1
447_S292_R1_001,SM:447_S292_R1_001,447_5B-29A-3,447,326,1,18,3,5B,29A,1622,3,1613-5x1622-5B,1613-5,1622-5B,29A_3,Plant#3,1613-5_1622-5B,1613-5,1622-5B,5,22.8371838952623,-9.44684370271035,51.9376464332239,1,1
449_S304_R1_001,SM:449_S304_R1_001,449_5E-31A-5,449,327,1,18,4,5E,31A,1622,5,1613-5x1622-5E,1613-5,1622-5E,31A_5,Plant#5,1613-5_1622-5E,1613-5,1622-5E,5,22.9748586719335,-10.7436046698426,48.7290448135095,1,1
450_S316_R1_001,SM:450_S316_R1_001,450_5E-31A-6,450,328,1,18,5,5E,31A,1622,6,1613-5x1622-5E,1613-5,1622-5E,31A_6,Plant#6,1613-5_1622-5E,1613-5,1622-5E,5,16.0867163891365,-16.1706961982512,48.6780234965679,1,1
451_S235_R1_001,SM:451_S235_R1_001,451_5E-31A-7,451,329,1,18,6,5E,31A,1622,7,1613-5x1622-5E,1613-5,1622-5E,31A_7,Plant#7,1613-5_1622-5E,1613-5,1622-5E,5,30.8456562477069,3.31858013731386,36.5039581507278,1,1
452_S247_R1_001,SM:452_S247_R1_001,452_5I-34A-3,452,330,1,18,7,5I,34A,1622,3,1613-5x1622-5I,1613-5,1622-5I,34A_3,Plant#3,1613-5_1622-5I,1613-5,1622-5I,5,29.8459411988374,-2.14521889082548,46.8390373530885,1,1
453_S258_R1_001,SM:453_S258_R1_001,453_6B-39A-6,453,331,1,18,8,6B,39A,1622,6,1613-6x1622-6B,1613-6,1622-6B,39A_6,Plant#6,1613-6_1622-6B,1613-6,1622-6B,6,-2.28063774439653,2.22530221461267,-9.10832579871149,1,1
454_S270_R1_001,SM:454_S270_R1_001,454_6B-39A-4,454,332,1,18,9,6B,39A,1622,4,1613-6x1622-6B,1613-6,1622-6B,39A_4,Plant#4,1613-6_1622-6B,1613-6,1622-6B,6,0.984382872018458,2.0675122420066,-10.2040748192066,1,1
456_S282_R1_001,SM:456_S282_R1_001,456_6H-44A-4,456,333,1,18,10,6H,44A,1622,4,1613-6x1622-6H,1613-6,1622-6H,44A_4,Plant#4,1613-6_1622-6H,1613-6,1622-6H,6,6.15570606559157,13.8219662362242,-28.6422927650589,1,1
457_S293_R1_001,SM:457_S293_R1_001,457_7A-48A-3,457,334,1,18,11,7A,48A,1622,3,1613-7x1622-7A,1613-7,1622-7A,48A_3,Plant#3,1613-7_1622-7A,1613-7,1622-7A,7,23.3658527153465,19.9749872945158,1.19777155360587,1,1
459_S305_R1_001,SM:459_S305_R1_001,459_9G-70A-4,459,335,1,18,12,9G,70A,1622,4,1613-9x1622-9G,1613-9,1622-9G,70A_4,Plant#4,1613-9_1622-9G,1613-9,1622-9G,9,34.0362622204586,-9.52011489426399,37.0154914104148,1,1
46_S483_R1_001,SM:46_S483_R1_001,46_17F-130A-1,46,34,1,2,15,17F,130A,1622,1,1613-17x1622-17F,1613-17,1622-17F,130A_1,Plant#1,1613-17_1622-17F,1613-17,1622-17F,17,24.8668964360485,13.5851277721372,-59.2841060091973,1,1
461_S317_R1_001,SM:461_S317_R1_001,461_10-76B-7,461,336,1,18,13,10,76B,1613,7,1622-10Cx1613-10,1622-10C,1613-10,76B_7,Plant#7,1613-10_1622-10C,1613-10,1622-10C,10,-9.45406740537911,-15.7078397788245,-13.2284018580493,3,1
464_S329_R1_001,SM:464_S329_R1_001,464_10-77B-5,464,338,1,18,15,10,77B,1613,5,1622-10Dx1613-10,1622-10D,1613-10,77B_5,Plant#5,1613-10_1622-10D,1613-10,1622-10D,10,16.7651333203744,14.6201030656278,-35.8636206749096,1,1
465_S341_R1_001,SM:465_S341_R1_001,465_10-77B-6,465,339,1,18,16,10,77B,1613,6,1622-10Dx1613-10,1622-10D,1613-10,77B_6,Plant#6,1613-10_1622-10D,1613-10,1622-10D,10,2.90927951881515,-0.794676919018399,-6.87514275348728,1,1
466_S353_R1_001,SM:466_S353_R1_001,466_10-77B-4,466,340,1,18,17,10,77B,1613,4,1622-10Dx1613-10,1622-10D,1613-10,77B_4,Plant#4,1613-10_1622-10D,1613-10,1622-10D,10,17.3289440815064,2.13796012444801,-0.279225832711007,1,1
467_S365_R1_001,SM:467_S365_R1_001,467_10-79B-4,467,341,1,18,18,10,79B,1613,4,1622-10Fx1613-10,1622-10F,1613-10,79B_4,Plant#4,1613-10_1622-10F,1613-10,1622-10F,10,-85.5430809220185,13.4171988768989,0.787839124178263,2,2
469_S377_R1_001,SM:469_S377_R1_001,469_10-81B-7,469,342,1,18,19,10,81B,1613,7,1622-10Kx1613-10,1622-10K,1613-10,81B_7,Plant#7,1613-10_1622-10K,1613-10,1622-10K,10,-6.48141183234184,-26.3400090496875,-7.3644569134983,1,1
47_S494_R1_001,SM:47_S494_R1_001,47_17F-130A-2,47,35,1,2,16,17F,130A,1622,2,1613-17x1622-17F,1613-17,1622-17F,130A_2,Plant#2,1613-17_1622-17F,1613-17,1622-17F,17,24.2376298175833,16.3408998150922,-67.8740280112682,1,1
470_S388_R1_001,SM:470_S388_R1_001,470_10-81B-5,470,343,1,19,1,10,81B,1613,5,1622-10Kx1613-10,1622-10K,1613-10,81B_5,Plant#5,1613-10_1622-10K,1613-10,1622-10K,10,-5.69499047679328,-22.6997592133621,-6.89913603984734,3,1
475_S400_R1_001,SM:475_S400_R1_001,475_11-86B-7,475,344,1,19,2,11,86B,1613,7,1622-11Fx1613-11,1622-11F,1613-11,86B_7,Plant#7,1613-11_1622-11F,1613-11,1622-11F,11,10.7566151547182,-6.11593801527463,0.117762074013381,1,1
476_S318_R1_001,SM:476_S318_R1_001,476_11-86B-5,476,345,1,19,3,11,86B,1613,5,1622-11Fx1613-11,1622-11F,1613-11,86B_5,Plant#5,1613-11_1622-11F,1613-11,1622-11F,11,10.9769471598926,2.00438184874865,-24.7618709291689,1,1
477_S330_R1_001,SM:477_S330_R1_001,477_11-86B-4,477,346,1,19,4,11,86B,1613,4,1622-11Fx1613-11,1622-11F,1613-11,86B_4,Plant#4,1613-11_1622-11F,1613-11,1622-11F,11,11.2685718244979,-8.06083647982697,1.12685903855352,1,1
478_S342_R1_001,SM:478_S342_R1_001,478_13-102B-4,478,347,1,19,5,13,102B,1613,4,1622-13Ix1613-13,1622-13I,1613-13,102B_4,Plant#4,1613-13_1622-13I,1613-13,1622-13I,13,18.6173671318173,-15.608216330474,18.5000344538962,1,1
479_S354_R1_001,SM:479_S354_R1_001,479_13-99B-4,479,348,1,19,6,13,99B,1613,4,1622-13Fx1613-13,1622-13F,1613-13,99B_4,Plant#4,1613-13_1622-13F,1613-13,1622-13F,13,5.95960360024893,-11.070489010071,5.43656552226901,1,1
48_S13_R1_001,SM:48_S13_R1_001,48_17L-136A-,48,36,1,2,17,17L,136A,1622,0,1613-17x1622-17L,1613-17,1622-17L,136A_0,Plant#0,1613-17_1622-17L,1613-17,1622-17L,17,9.06164946730582,-1.9868661473519,11.5591297729556,1,1
480_S366_R1_001,SM:480_S366_R1_001,480_13-99B-3,480,349,1,19,7,13,99B,1613,3,1622-13Fx1613-13,1622-13F,1613-13,99B_3,Plant#3,1613-13_1622-13F,1613-13,1622-13F,13,19.7605933727826,-7.62124915568136,10.0038799327226,1,1
481_S378_R1_001,SM:481_S378_R1_001,481_13-100B-3,481,350,1,19,8,13,100B,1613,3,1622-13Gx1613-13,1622-13G,1613-13,100B_3,Plant#3,1613-13_1622-13G,1613-13,1622-13G,13,25.1421412341807,0.665730560222166,11.1939575930247,1,1
