all,may_20_1stage,jun_20_1stage,jul_20_1stage,aug_20_1stage,sep_20_1stage,may_21_1stage,jun_21_1stage,jul_21_1stage,aug_21_1stage,sep_21_1stage,MET_may,MET_jun,MET_jul,MET_aug,MET_sep,MET_20,MET_21,MET_all,FA1_all,FA1_PH,PH_19_1stage,PH_20_1stage,CT_20_1stage,PC1,PC2,PC3
SM:585_S375_R1_001,66.38,61.832,42.399,36.928,9.379,46.787,11.863,22.147,27.836,5.976,55.5230958425,37.6727443094,35.6451257968,33.3149668288,8.8067567472,43.8222918284,22.9643387216,33.3093803756,-0.1640128368,0.2032313041,77.12,42.799,24.043,4.341489,5.3469634,-3.6387506
SM:586_S386_R1_001,50.253,59.192,65.865,37.732,9.114,38.052,15.312,19.557,37.548,3.82,48.9338704556,38.2591768105,39.5198424595,35.86027689,8.5259152245,44.598953394,22.7932653799,33.4965796791,-0.0672014376,-0.0420030365,77.65,39.136,24.373,-5.1119876,6.4867682,-0.031153357
SM:587_S398_R1_001,63.678,48.575,52.509,39.361,14.286,37.474,17.077,22.105,29.197,10.091,51.3423720264,35.9468097899,37.7193394968,34.2523407973,10.5443339242,45.3618209087,23.3929323139,34.2452789406,-0.0130362874,0.1786237831,74.422,45.732,24.201,3.0142138,-1.0804281,0.5283254
SM:588_S410_R1_001,66.927,60.562,46.469,35.684,10.631,39.976,10.574,37.177,26.897,10.007,52.9374278801,36.8402013385,41.7446964093,32.7853927298,9.5354084255,44.5596296007,24.694876757,34.8256797815,0.0166981493,-0.8145063182,69.901,38.985,24.314,1.6218216,3.1996222,-0.08441066
SM:593_S328_R1_001,41.592,40.291,23.097,29.94,5.248,23.324,9.835,13.121,16.791,5.32,41.5189332372,30.8510947207,28.6083686779,28.949138808,7.6069994017,32.2452652065,15.9939478352,23.0937196348,-1.6508859376,-1.8550908975,63.841,33.509,24.95,3.0821602,-4.0800405,-6.6358123
SM:594_S340_R1_001,37.55,64.826,43.379,35.004,8.881,45.7,13.961,23.211,28.759,4.96,49.5090921837,39.3264431548,36.2108948949,33.0435775891,8.5696370538,40.8940647554,23.3299508145,32.1660731813,-0.418464857,0.5720011902,80.051,43.775,24.843,3.7343895,-4.6829867,-3.5006833
SM:596_S352_R1_001,58.344,53.529,34.999,42.563,3.817,40.18,13.277,25.879,27.262,4.072,51.3372516596,35.8392106163,35.421213349,34.6070767269,7.0557102578,39.0017615772,22.4615995573,30.8282142934,-0.3290895271,-0.318041327,75.362,38.529,24.307,2.2435586,1.1823876,-0.90006655
SM:598_S364_R1_001,69.06,60.442,62.939,39.39,9.034,44.311,14.794,28.571,30.365,6.839,55.0807871706,38.3896966505,42.1346570666,34.5387392349,8.7872129585,46.6330655157,24.6912584332,35.8008089425,0.1976043642,-0.1024331503,75.698,40.773,24.875,-1.4024783,1.642715,-1.8912582
SM:599_S376_R1_001,82.049,63.341,50.712,35.563,9.678,40.365,12.598,21.013,27.514,6.792,56.0096230827,38.3912606402,36.9240149886,32.8877175118,8.96932254,46.599870717,22.0232226789,33.9719954059,-0.3363614924,-0.1770173596,74.731,41.022,24.047,-8.797086,4.9443026,0.23262218
SM:59_S23_R1_001,38.609,59.435,35.009,31.122,9.301,27.248,6.167,21.332,16.288,8.27,42.3183326509,34.8246043925,33.7961334241,29.0561341805,8.9971685926,38.6028342801,17.6210354333,27.2143718865,-0.977468481,-0.3576870693,76.93,36.112,24.566,1.7503757,-0.75622654,-3.6504393
SM:5_S1_R1_001,75.694,49.31,46.145,39.659,17.361,45.862,17.274,33.983,31.359,5.521,56.9647409233,36.2062552353,40.5886359268,34.8540323868,10.9846661804,47.4640427601,26.2131352777,37.1531140026,0.2262117986,-1.9574746643,64.771,31.214,23.975,-1.5612228,-3.2419012,0.5918243
SM:600_S387_R1_001,80.454,93.55,107.303,61.979,16.721,55.618,13.507,32.85,34.88,6.768,61.8053549085,47.3458778499,52.7312766719,41.3564776825,10.9526774596,66.2704821963,27.3741252567,47.0923289937,1.7436979719,-0.1811756304,71.57,44.841,24.592,-0.52998126,-4.74165,-2.1894283
SM:601_S399_R1_001,105.849,76.986,102.024,56.728,17.145,56.093,21.066,42.716,41.735,8.665,62.9475788932,45.2642883946,50.3112212175,40.9281022833,10.7933004887,60.1635237412,31.7975834708,47.2891431063,1.4897983048,-0.5040917097,68.505,44.543,24.062,3.6059067,1.36512,-0.7109428
SM:603_S411_R1_001,78.872,123.904,66.415,72.062,15.564,54.476,16.48,51.369,33.662,11.647,60.6405256089,49.1031664921,51.0270215431,43.7269496667,10.8137322134,64.1592629423,31.5976009286,49.0089070331,2.4972499756,-0.9033811848,69.793,38.126,22.909,2.3007376,1.8378215,-2.5735998
SM:605_S457_R1_001,45.251,69.654,44.702,38.107,10.907,46.699,15.546,24.074,32.682,10.077,51.4075917521,41.3239900148,36.749662272,34.7728415657,9.6256610583,44.1470759922,25.2604433516,35.02110985,-0.0267369719,0.5421019649,79.493,44.052,23.834,2.8766215,4.042654,-4.0274224
SM:607_S469_R1_001,73.789,78.374,60.806,49.738,9.218,38.422,9.852,33.376,38.124,8.035,53.6292639274,41.6151230375,43.4392119761,39.0877267865,8.9501668795,51.6743209727,24.873716197,38.4219088007,0.4262001323,0.2970472314,76.667,44.505,24.494,-2.3427145,0.5960298,-1.7215806
SM:608_S481_R1_001,77.495,110.726,69.723,49.861,13.651,36.065,19.865,34.995,45.019,8.966,53.4298238185,54.7497324835,45.4016528686,40.7771208748,10.2890846982,60.6941207133,27.5442406412,44.6707639137,1.4571712458,0.3104052347,77.052,44.192,24.065,5.0322895,-3.3072824,2.8511786
SM:609_S492_R1_001,71.328,51.467,58.555,44.365,8.59,44.196,11.241,26.014,29.339,11.068,55.4887551445,34.4236000745,40.3136760515,35.5826811094,9.0658050261,45.4701160928,24.1113614542,34.8819964034,0.0323654924,-0.1789248994,75.759,39.762,24.357,3.8728702,1.1247911,-0.62117225
SM:60_S27_R1_001,81.213,55.698,71.124,59.776,17.898,34.886,13.389,23.486,22.4,11.379,53.6652829021,36.50640587,41.9710548658,37.8396522063,11.7296156729,55.9038216619,21.8210141346,38.269116965,0.3809428523,-1.0969425274,67.676,38.317,24.242,1.4111847,-0.015971022,-3.98736
SM:62_S31_R1_001,57.535,65.246,46.346,41.361,8.433,43.24,22.154,38.18,32.593,11.348,52.4105866153,42.4942731422,42.1010960914,35.5517116376,9.0423881428,44.2638640406,28.5104838729,37.370948989,0.1963530066,-0.011628581,76.759,40.595,24.855,2.7848988,3.5642977,-3.109215
SM:63_S36_R1_001,96.421,57.81,50.922,44.336,12.967,42.497,16.69,32.423,32.063,9.144,59.6128632318,38.3515030329,41.0027638908,36.1817831174,10.1036019071,50.266531441,25.9910765191,38.4447760275,0.2851265375,1.0907350358,81.854,48,24.104,3.4565587,5.3444386,-1.2441905
SM:64_S47_R1_001,71.316,59.963,49.614,44.431,10.871,42.344,20.176,30.193,32.411,9.41,54.73507074,40.3029489061,39.9692288442,36.3308926383,9.5507905713,46.8981209984,26.3751331282,37.1320254222,0.1489309435,0.6488954943,79.742,45.072,24.917,3.945412,3.5478086,-3.9101684
SM:65_S59_R1_001,74.867,74.852,56.353,34.351,14.291,45.503,12.819,29.585,31.722,7.192,56.6769541847,41.7700794778,41.1202652185,33.5615034122,10.2979827907,50.4558877364,24.8861153543,37.6848289175,0.5110729575,0.8742743266,81.109,46.194,24.259,2.8303034,3.6511164,-3.972555
SM:66_S71_R1_001,53.649,59.381,46.671,49.413,9.785,32.543,14.394,23.831,16.215,7.693,47.353911878,37.9272095915,37.0801946565,33.7221995839,9.0784679426,44.9610684938,20.3044482482,32.1892339751,-0.2635342586,-1.0307423175,65.282,42.106,24.363,4.064832,1.4393269,-6.6655803
SM:67_S83_R1_001,62.983,83.607,58.982,40.482,14.074,35.167,13.546,23.777,28.244,11.166,50.2256979954,44.5841687886,39.1184715047,34.3001550909,10.6337325689,52.2198334945,22.6633280826,36.9481160462,0.1294813162,-1.4315579881,66.754,35.384,24.012,4.0957203,5.209846,-0.7467464
SM:68_S95_R1_001,89.022,69.468,57.77,32.628,16.771,48.509,20.299,36.909,29.398,13.922,58.2107255857,43.0918280528,44.0453761162,33.0622063978,11.6532878075,51.5030253741,28.8003912117,40.9628879249,0.8679596462,-1.6459592836,66.985,32.438,24.407,3.3524585,5.5828533,-1.1455917
SM:69_S106_R1_001,53.185,58.009,31.69,30.829,5.858,28.11,7.735,22.316,22.421,6.81,45.4964311926,34.9636740468,33.4588815169,30.4133892061,7.8756184614,37.7458309794,18.762311763,27.6323440742,-1.2392465432,-0.9744666625,69.311,37.851,23.942,4.168582,4.336049,-1.154642
SM:6_S6_R1_001,31.371,48.615,51.034,45.423,10.143,52.341,16.25,36.608,45.015,2.864,53.0381056641,36.723066415,42.8661631012,39.5586358419,8.728293848,42.2109763382,28.785992615,37.0400381372,0.8534031357,-0.600557155,71.91,39.22,23.825,-5.135372,-4.4947686,-2.2738183
SM:70_S118_R1_001,75.113,62.524,59.652,39.531,9.709,46.827,13.239,23.392,18.888,6.907,57.2730267151,38.3864447095,39.6093746964,31.7746030578,8.9792203832,47.537079313,22.3964240491,34.6890049142,-0.1937580171,0.0314467238,76.867,40.991,24.222,-2.459159,-3.4825008,3.3823254
SM:74_S48_R1_001,66.14,47.148,43.199,15.633,11.276,51.405,17.281,23.331,33.395,10.717,57.2746832627,35.6103887583,36.2376747496,29.3257546381,9.7848040584,38.7547682282,26.399646545,33.0007864783,-0.4147181211,-0.3503045987,74.898,38.689,24.101,-9.942233,1.2891638,1.2450461
SM:81_S96_R1_001,64.459,72.236,37.549,39.971,8.66,46.995,17.445,25.858,33.053,8.842,55.2523341232,42.7763445998,35.9595166397,35.342146042,8.8721666924,44.9086098283,25.8278246265,35.8585232436,-0.0718307024,1.5121798645,84.074,50.441,24.294,-1.2965354,2.5949087,0.3889326
SM:82_S107_R1_001,69.268,63.008,43.346,40.788,7.816,44.446,17.051,28.525,33.076,14.514,55.1567926602,39.9942050956,38.0948053493,35.5426375136,9.1730461179,44.3257298036,26.7171058059,36.1696840889,0.0261377513,0.4405309262,80.932,41.094,24.179,-3.596568,6.9385037,0.8090645
SM:83_S119_R1_001,83.469,64.884,49.517,25.84,6.444,36.153,17.407,26.198,21.602,7.888,54.6299514365,40.6598676459,38.5198804753,28.9518229509,8.1524969712,43.6224422021,22.5673659408,32.9480486406,-0.2927377615,0.9336160001,83.598,43.872,24.12,1.131001,4.3460617,-1.0564786
SM:85_S38_R1_001,57.612,59.255,53.036,38.496,7.595,39.128,13.412,21.504,31.142,10.96,50.8133575813,37.5475520465,37.5977642817,34.4942824795,8.7865776602,43.2188788364,23.220333576,33.1975730505,-0.4519358843,0.7971904874,82.935,43.086,24.402,3.3926392,6.1769114,-0.014995123
SM:87_S49_R1_001,72.735,66.227,54.169,33.592,8.075,39.882,15.654,24.073,26.689,3.843,54.0302890967,40.3809373938,38.721241896,32.1663422198,8.2237098736,45.4239419462,22.4580146001,33.7316806118,-0.1120987541,0.4280991954,80.034,42.002,24.694,2.8702564,0.28404918,-1.8793267
SM:88_S61_R1_001,64.428,67.849,45.036,32.195,8.663,37.877,14.074,22.368,27.634,8.938,51.6071018606,40.2334273951,36.2345007051,32.045652957,8.8815765444,43.7658767342,22.5124980014,32.9774118573,-0.2139189483,0.7325055722,81.331,44.175,23.995,-2.6942084,-0.73129576,-1.4955894
SM:89_S73_R1_001,31.665,45.801,43.943,25.211,5.595,16.858,6.334,9.062,10.435,2.427,36.8143577875,30.9484213318,31.2312236721,26.0840308703,7.3884013462,33.93063819,12.2805488831,21.3331633841,-1.5575266945,-2.0362275742,62.297,33.354,24.363,-3.547086,-1.9366455,-2.259535
SM:90_S85_R1_001,46.182,59.403,39.104,36.888,7.317,37.463,13.419,19.977,26.004,1.532,47.8679273813,37.5646631193,34.1534364972,32.8527281401,7.7960879819,39.9131131786,20.5196705982,29.8481073356,-0.6994082711,-1.7201376162,64.604,34.416,23.86,-1.6806628,0.90777785,-1.6254847
SM:94_S120_R1_001,61.74,55.324,45.942,30.995,10.882,46.9,7.839,21.126,36.771,14.771,54.6765016939,34.323419994,36.0070830401,33.9085371635,10.0344660163,42.4142926621,24.5825884726,33.5924365827,-0.3835889979,-0.6865930677,73.843,35.801,24.149,1.1587154,2.475969,-1.7460872
SM:95_S39_R1_001,61.103,57.771,54.502,33.264,10.2,39.486,10.638,14.89,20.006,6.017,51.6081575349,36.0474222829,35.6682360613,30.5279361228,9.0403022337,43.8518051252,19.4243303881,30.8659582385,-0.5358056194,0.2967807275,81.263,38.891,24.531,3.0606427,4.7440653,-0.40802026
SM:96_S50_R1_001,68.846,65.653,68.445,52.379,12.798,65.736,13.572,25.954,31.066,12.711,63.6090453,39.4143574744,42.3475943381,38.0606086097,10.4239229772,52.1942033417,28.3196441361,40.894755371,0.7259480139,1.2309545203,85.297,45.421,24.391,4.2202096,-0.63360316,3.237889
SM:97_S62_R1_001,54.35,55.172,37.722,44.599,8.182,40.688,6.518,19.971,24.123,6.364,50.7688489391,33.7113836899,33.8885530706,34.3798231605,8.4989780542,41.6528143915,20.2129533553,30.4878392828,-0.8245146712,0.3102882358,77.453,43.71,23.774,2.444665,3.0033274,0.6279136
SM:98_S74_R1_001,70.74,63.203,53.394,42.43,9.897,32.713,16.192,25.763,26.448,4.014,50.7915478524,39.7333774304,39.1666082778,34.3740001895,8.750689354,47.0251580767,21.7534820752,34.0707922771,-0.0612532486,0.8986873212,81.924,45.489,23.584,1.2823029,0.30983597,0.60488033
