Roza2019_VCF_ID1,Roza2019_VCF_ID,Sample_ID,Plant_ID.x,Ordering,rep,col,row,Plant_ID.y,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,group
SM:274_S183_R1_001,274_S183_R1_001,274_26-196B-2,274,205,1,11,15,274,26,196B,1613,2,1622-26Ex1613-26,1622-26E,1613-26,196B_2,Plant#2,1613-26_1622-26E,1613-26,1622-26E,26,20.424301200736,41.9928488129944,-11.1985976769282,2
SM:275_S195_R1_001,275_S195_R1_001,275_26-196B-,275,206,1,11,16,275,26,196B,1613,0,1622-26Ex1613-26,1622-26E,1613-26,196B_0,Plant#0,1613-26_1622-26E,1613-26,1622-26E,26,-5.38880419804579,-45.2351594891549,-5.7767646757854,1
SM:280_S207_R1_001,280_S207_R1_001,280_29-217B-1,280,207,1,11,17,280,29,217B,1613,1,1622-29Ix1613-29,1622-29I,1613-29,217B_1,Plant#1,1613-29_1622-29I,1613-29,1622-29I,29,26.0555110519022,9.0283163103938,-18.6595131368156,2
SM:282_S219_R1_001,282_S219_R1_001,282_29-214B-2,282,208,1,11,18,282,29,214B,1613,2,1622-29Dx1613-29,1622-29D,1613-29,214B_2,Plant#2,1613-29_1622-29D,1613-29,1622-29D,29,30.0888864484598,20.8375939704384,-10.2795098519424,2
SM:284_S137_R1_001,284_S137_R1_001,284_2-3B-1,284,209,1,11,19,284,2,3B,1613,1,1622-2Cx1613-2,1622-2C,1613-2,3B_1,Plant#1,1613-2_1622-2C,1613-2,1622-2C,2,30.9343366119461,41.5551506267202,-23.3392615948464,2
SM:285_S149_R1_001,285_S149_R1_001,285_2-3B-2,285,210,1,12,1,285,2,3B,1613,2,1622-2Cx1613-2,1622-2C,1613-2,3B_2,Plant#2,1613-2_1622-2C,1613-2,1622-2C,2,32.8696116621963,34.9275866383824,-36.6429445886613,2
SM:286_S161_R1_001,286_S161_R1_001,286_2-4B-2-A,286,211,1,12,2,286,2,4B,1613,2-A,1622-2Dx1613-2,1622-2D,1613-2,4B_2-A,Plant#2,1613-2_1622-2D,1613-2,1622-2D,2,41.3972675682989,38.0156736847187,-23.7896985473274,2
SM:287_S172_R1_001,287_S172_R1_001,287_2-4B-2-B,287,212,1,12,3,287,2,4B,1613,2-B,1622-2Dx1613-2,1622-2D,1613-2,4B_2-B,Plant#2,1613-2_1622-2D,1613-2,1622-2D,2,7.40883303113853,23.3825085181831,-35.0887532865,2
SM:288_S184_R1_001,288_S184_R1_001,288_2-5B-2,288,213,1,12,4,288,2,5B,1613,2,1622-2Ex1613-2,1622-2E,1613-2,5B_2,Plant#2,1613-2_1622-2E,1613-2,1622-2E,2,36.277122878256,33.6201896593523,-15.4178076742005,2
SM:291_S196_R1_001,291_S196_R1_001,291_30-227B-1,291,214,1,12,5,291,30,227B,1613,1,1622-30Kx1613-30,1622-30K,1613-30,227B_1,Plant#1,1613-30_1622-30K,1613-30,1622-30K,30,27.7779184014344,-14.613490081905,10.6569369197063,2
SM:295_S208_R1_001,295_S208_R1_001,295_30-222B-2,295,215,1,12,6,295,30,222B,1613,2,1622-30Ex1613-30,1622-30E,1613-30,222B_2,Plant#2,1613-30_1622-30E,1613-30,1622-30E,30,20.6925583360727,-18.6392330727045,17.0355917978839,2
SM:296_S220_R1_001,296_S220_R1_001,296_30-223B-,296,216,1,12,7,296,30,223B,1613,0,1622-30Gx1613-30,1622-30G,1613-30,223B_0,Plant#0,1613-30_1622-30G,1613-30,1622-30G,30,32.3419561694835,-7.2717522592031,22.1817968204766,2
SM:297_S138_R1_001,297_S138_R1_001,297_30-224B-2,297,217,1,12,8,297,30,224B,1613,2,1622-30Hx1613-30,1622-30H,1613-30,224B_2,Plant#2,1613-30_1622-30H,1613-30,1622-30H,30,25.914089843099,-21.3230609788718,16.5931233461865,2
SM:298_S150_R1_001,298_S150_R1_001,298_30-227B-,298,218,1,12,9,298,30,227B,1613,0,1622-30Kx1613-30,1622-30K,1613-30,227B_0,Plant#0,1613-30_1622-30K,1613-30,1622-30K,30,10.4151186142651,-38.1170375897506,-12.073833654413,2
SM:299_S162_R1_001,299_S162_R1_001,299_30-228B-1,299,219,1,12,10,299,30,228B,1613,1,1622-30Lx1613-30,1622-30L,1613-30,228B_1,Plant#1,1613-30_1622-30L,1613-30,1622-30L,30,31.6758389672488,-2.78863355270527,25.5539958140476,2
SM:300_S173_R1_001,300_S173_R1_001,300_32-240B-1,300,220,1,12,11,300,32,240B,1613,1,1622-32Hx1613-32,1622-32H,1613-32,240B_1,Plant#1,1613-32_1622-32H,1613-32,1622-32H,32,27.0766217902695,11.5997048454711,-9.08844433790996,2
SM:302_S185_R1_001,302_S185_R1_001,302_32-244B-1,302,221,1,12,12,302,32,244B,1613,1,1622-32Lx1613-32,1622-32L,1613-32,244B_1,Plant#1,1613-32_1622-32L,1613-32,1622-32L,32,28.8231046352701,4.53160555341632,51.9345722051308,2
SM:303_S197_R1_001,303_S197_R1_001,303_3-11B-2,303,222,1,12,13,303,3,11B,1613,2,1622-3Cx1613-3,1622-3C,1613-3,11B_2,Plant#2,1613-3_1622-3C,1613-3,1622-3C,3,30.6549677617357,15.7637441975027,8.70021158713165,2
SM:304_S209_R1_001,304_S209_R1_001,304_3-11B-1,304,223,1,12,14,304,3,11B,1613,1,1622-3Cx1613-3,1622-3C,1613-3,11B_1,Plant#1,1613-3_1622-3C,1613-3,1622-3C,3,-35.0753762783031,32.769144345334,-22.3067984798739,3
SM:305_S221_R1_001,305_S221_R1_001,305_3-13B-2,305,224,1,12,15,305,3,13B,1613,2,1622-3Fx1613-3,1622-3F,1613-3,13B_2,Plant#2,1613-3_1622-3F,1613-3,1622-3F,3,34.8131602967996,55.4366178427206,-46.3133590749409,2
SM:306_S139_R1_001,306_S139_R1_001,306_3-13B-9,306,225,1,12,16,306,3,13B,1613,9,1622-3Fx1613-3,1622-3F,1613-3,13B_9,Plant#9,1613-3_1622-3F,1613-3,1622-3F,3,26.1216295923151,33.3583154269263,-41.2053469059234,2
SM:307_S151_R1_001,307_S151_R1_001,307_3-16B-2,307,226,1,12,17,307,3,16B,1613,2,1622-3Jx1613-3,1622-3J,1613-3,16B_2,Plant#2,1613-3_1622-3J,1613-3,1622-3J,3,27.7711944020495,21.032271877625,-4.53342536452225,2
SM:308_S163_R1_001,308_S163_R1_001,308_3-16B-11,308,227,1,12,18,308,3,16B,1613,11,1622-3Jx1613-3,1622-3J,1613-3,16B_11,Plant#11,1613-3_1622-3J,1613-3,1622-3J,3,12.3422024810865,13.6787777049786,-15.5253432662518,2
SM:309_S174_R1_001,309_S174_R1_001,309_3-17B-2,309,228,1,12,19,309,3,17B,1613,2,1622-3Kx1613-3,1622-3K,1613-3,17B_2,Plant#2,1613-3_1622-3K,1613-3,1622-3K,3,27.350525109424,30.994716330549,-20.4896035826121,2
SM:311_S186_R1_001,311_S186_R1_001,311_4-19B-1,311,229,1,13,1,311,4,19B,1613,1,1622-4Cx1613-4,1622-4C,1613-4,19B_1,Plant#1,1613-4_1622-4C,1613-4,1622-4C,4,18.5308875759345,5.70101672117425,-8.59235386721056,2
SM:312_S198_R1_001,312_S198_R1_001,312_4-21B-8,312,230,1,13,2,312,4,21B,1613,8,1622-4Ex1613-4,1622-4E,1613-4,21B_8,plant#8,1613-4_1622-4E,1613-4,1622-4E,4,19.8014022238894,-4.62839192798477,5.31030163794978,2
SM:314_S210_R1_001,314_S210_R1_001,314_4-24B-8,314,231,1,13,3,314,4,24B,1613,8,1622-4Hx1613-4,1622-4H,1613-4,24B_8,plant#8,1613-4_1622-4H,1613-4,1622-4H,4,-50.0871042950298,30.2467524122861,12.0317675187131,3
SM:315_S222_R1_001,315_S222_R1_001,315_4-25B-2,315,232,1,13,4,315,4,25B,1613,2,1622-4Jx1613-4,1622-4J,1613-4,25B_2,Plant#2,1613-4_1622-4J,1613-4,1622-4J,4,40.6018948744796,21.8105255831824,-9.09744304497508,2
SM:316_S140_R1_001,316_S140_R1_001,316_4-25B-1,316,233,1,13,5,316,4,25B,1613,1,1613-4x1622-4J,1622-4J,1613-4,25B_1,Plant#1,1622-4J_1613-4,1613-4,1622-4J,4,23.7927452214324,-0.727774421251869,0.481797782012596,2
SM:318_S152_R1_001,318_S152_R1_001,318_4-27B-1,318,234,1,13,6,318,4,27B,1613,1,1622-4Lx1613-4,1622-4L,1613-4,27B_1,Plant#1,1613-4_1622-4L,1613-4,1622-4L,4,29.6969488919844,12.5620051666324,62.4792758535173,2
SM:319_S164_R1_001,319_S164_R1_001,319_5-34B-1,319,235,1,13,7,319,5,34B,1613,1,1622-5Ix1613-5,1622-5I,1613-5,34B_1,Plant#1,1613-5_1622-5I,1613-5,1622-5I,5,-4.5714990452667,-50.6424408636385,34.1135007270947,1
SM:320_S175_R1_001,320_S175_R1_001,320_5-30B-1,320,236,1,13,8,320,5,30B,1613,1,1622-5Dx1613-5,1622-5D,1613-5,30B_1,Plant#1,1613-5_1622-5D,1613-5,1622-5D,5,-42.1559587052349,3.45597868320196,51.2809906635191,3
SM:321_S187_R1_001,321_S187_R1_001,321_5-31B-1,321,237,1,13,9,321,5,31B,1613,1,1622-5Ex1613-5,1622-5E,1613-5,31B_1,Plant#1,1613-5_1622-5E,1613-5,1622-5E,5,13.3518533036865,-25.1280102311745,35.481788420013,2
SM:322_S199_R1_001,322_S199_R1_001,322_5-31B-2,322,238,1,13,10,322,5,31B,1613,2,1622-5Ex1613-5,1622-5E,1613-5,31B_2,Plant#2,1613-5_1622-5E,1613-5,1622-5E,5,21.6193248588888,-8.15087376037194,48.9251595964552,2
SM:324_S211_R1_001,324_S211_R1_001,324_5-33B-1,324,239,1,13,11,324,5,33B,1613,1,1622-5Gx1613-5,1622-5G,1613-5,33B_1,Plant#1,1613-5_1622-5G,1613-5,1622-5G,5,28.1569293731101,0.25574757772162,28.0082678165106,2
SM:325_S223_R1_001,325_S223_R1_001,325_5-33B-2,325,240,1,13,12,325,5,33B,1613,2,1622-5Gx1613-5,1622-5G,1613-5,33B_2,Plant#2,1613-5_1622-5G,1613-5,1622-5G,5,6.89397754868232,-15.1637805883901,34.7532186526881,2
SM:326_S224_R1_001,326_S224_R1_001,326_6-47B-1,326,241,1,13,13,326,6,47B,1613,1,1622-6Lx1613-6,1622-6L,1613-6,47B_1,Plant#1,1613-6_1622-6L,1613-6,1622-6L,6,-61.1866995184193,32.2769924630083,-2.88889791247084,3
SM:327_S236_R1_001,327_S236_R1_001,327_6-41B-1,327,242,1,13,14,327,6,41B,1613,1,1622-6Dx1613-6,1622-6D,1613-6,41B_1,Plant#1,1613-6_1622-6D,1613-6,1622-6D,6,10.0875240443258,10.6705200436248,-14.5324725770192,2
SM:330_S259_R1_001,330_S259_R1_001,330_6-43B-10,330,244,1,13,16,330,6,43B,1613,10,1622-6Gx1613-6,1622-6G,1613-6,43B_10,Plant#10,1613-6_1622-6G,1613-6,1622-6G,6,3.49599497316047,-6.63267869736741,-27.3537574098896,2
SM:331_S128_R1_001,331_S128_R1_001,331_6-44B-1,331,245,1,13,17,331,6,44B,1613,1,1622-6Hx1613-6,1622-6H,1613-6,44B_1,Plant#1,1613-6_1622-6H,1613-6,1622-6H,6,10.4142531481065,26.0271749716867,-41.009342116642,2
SM:333_S294_R1_001,333_S294_R1_001,333_6-47B-2,333,247,1,13,19,333,6,47B,1613,2,1622-6Lx1613-6,1622-6L,1613-6,47B_2,Plant#2,1613-6_1622-6L,1613-6,1622-6L,6,19.3980479853393,-7.26156579048029,34.9269226196533,2
SM:334_S306_R1_001,334_S306_R1_001,334_7-57B-1,334,248,1,14,1,334,7,57B,1613,1,1622-7Lx1613-7,1622-7L,1613-7,57B_1,Plant#1,1613-7_1622-7L,1613-7,1622-7L,7,33.1726932403434,11.4278464176249,2.78308327884412,2
SM:335_S225_R1_001,335_S225_R1_001,335_7-48B-1,335,249,1,14,2,335,7,48B,1613,1,1622-7Ax1613-7,1622-7A,1613-7,48B_1,Plant#1,1613-7_1622-7A,1613-7,1622-7A,7,30.8843254585305,24.2486669087169,3.54278449796796,2
SM:337_S237_R1_001,337_S237_R1_001,337_9-72B-1,337,250,1,14,3,337,9,72B,1613,1,1622-9Ix1613-9,1622-9I,1613-9,72B_1,Plant#1,1613-9_1622-9I,1613-9,1622-9I,9,30.2267095632418,6.92994705917318,1.86836161780469,2
SM:338_S248_R1_001,338_S248_R1_001,338_9-67B-1,338,251,1,14,4,338,9,67B,1613,1,1622-9Dx1613-9,1622-9D,1613-9,67B_1,Plant#1,1613-9_1622-9D,1613-9,1622-9D,9,-19.2087994446507,-50.3169968597705,-29.375603726995,1
SM:339_S260_R1_001,339_S260_R1_001,339_9-69B-1,339,252,1,14,5,339,9,69B,1613,1,1622-9Fx1613-9,1622-9F,1613-9,69B_1,Plant#1,1613-9_1622-9F,1613-9,1622-9F,9,31.4749333866188,2.81510226599953,-8.26225567614996,2
SM:342_S272_R1_001,342_S272_R1_001,342_9-70B-,342,253,1,14,6,342,9,70B,1613,0,1622-9Gx1613-9,1622-9G,1613-9,70B_0,Plant#0,1613-9_1622-9G,1613-9,1622-9G,9,30.4653945946872,12.686314901957,-2.69818090292275,2
SM:343_S283_R1_001,343_S283_R1_001,343_10D-77A-7,343,254,1,14,7,343,10D,77A,1622,7,1613-10x1622-10D,1613-10,1622-10D,77A_7,Plant#7,1613-10_1622-10D,1613-10,1622-10D,10,-1.21064065420902,-11.8345400935263,4.29535329375536,2
SM:344_S295_R1_001,344_S295_R1_001,344_11B-82A-4,344,255,1,14,8,344,11B,82A,1622,4,1613-11x1622-11B,1613-11,1622-11B,82A_4,Plant#4,1613-11_1622-11B,1613-11,1622-11B,11,4.38977593965439,-16.2963684465073,2.31829812987522,2
SM:350_S307_R1_001,350_S307_R1_001,350_14C-104A-4,350,256,1,14,9,350,14C,104A,1622,4,1613-14x1622-14C,1613-14,1622-14C,104A_4,Plant#4,1613-14_1622-14C,1613-14,1622-14C,14,25.7083944016519,-6.2258382056094,-0.324398985410792,2
SM:351_S226_R1_001,351_S226_R1_001,351_14E-105A-4,351,257,1,14,10,351,14E,105A,1622,4,1613-14x1622-14E,1613-14,1622-14E,105A_4,Plant#4,1613-14_1622-14E,1613-14,1622-14E,14,29.6466996629916,20.9105769912745,9.64268622543908,2
SM:353_S238_R1_001,353_S238_R1_001,353_14F-106A-3,353,258,1,14,11,353,14F,106A,1622,3,1613-14x1622-14F,1613-14,1622-14F,106A_3,Plant#3,1613-14_1622-14F,1613-14,1622-14F,14,30.2011012493402,34.8836315281213,-13.9724116307631,2
SM:354_S249_R1_001,354_S249_R1_001,354_15I-114A-4,354,259,1,14,12,354,15I,114A,1622,4,1613-15x1622-15I,1613-15,1622-15I,114A_4,Plant#4,1613-15_1622-15I,1613-15,1622-15I,15,-83.7996635522091,-7.68781827242996,-13.1812025267312,3
SM:355_S261_R1_001,355_S261_R1_001,355_15A-108A-6,355,260,1,14,13,355,15A,108A,1622,6,1613-15x1622-15A,1613-15,1622-15A,108A_6,Plant#6,1613-15_1622-15A,1613-15,1622-15A,15,-148.847386638537,27.7693470723494,7.22669586044412,3
SM:356_S273_R1_001,356_S273_R1_001,356_15A-108A-3,356,261,1,14,14,356,15A,108A,1622,3,1613-15x1622-15A,1613-15,1622-15A,108A_3,Plant#3,1613-15_1622-15A,1613-15,1622-15A,15,-49.5482783712192,22.3450614950122,46.6911426381942,3
SM:357_S284_R1_001,357_S284_R1_001,357_15A-108A-7,357,262,1,14,15,357,15A,108A,1622,7,1613-15x1622-15A,1613-15,1622-15A,108A_7,Plant#7,1613-15_1622-15A,1613-15,1622-15A,15,-17.0870154136998,16.680903113254,50.3880720428386,3
SM:358_S296_R1_001,358_S296_R1_001,358_15A-108A-4,358,263,1,14,16,358,15A,108A,1622,4,1613-15x1622-15A,1613-15,1622-15A,108A_4,Plant#4,1613-15_1622-15A,1613-15,1622-15A,15,-124.816148269831,29.4071151993892,2.86757328440626,3
SM:360_S308_R1_001,360_S308_R1_001,360_15F-112A-3,360,264,1,14,17,360,15F,112A,1622,3,1613-15x1622-15F,1613-15,1622-15F,112A_3,Plant#3,1613-15_1622-15F,1613-15,1622-15F,15,-54.3670768135078,38.6458284896116,-25.9533870968657,3
SM:361_S227_R1_001,361_S227_R1_001,361_15F-112A-6,361,265,1,14,18,361,15F,112A,1622,6,1613-15x1622-15F,1613-15,1622-15F,112A_6,Plant#6,1613-15_1622-15F,1613-15,1622-15F,15,-108.065589204115,45.6689107073994,2.90430463896784,3
SM:362_S239_R1_001,362_S239_R1_001,362_15F-112A-7,362,266,1,14,19,362,15F,112A,1622,7,1613-15x1622-15F,1613-15,1622-15F,112A_7,Plant#7,1613-15_1622-15F,1613-15,1622-15F,15,-137.045123940629,35.020098306205,2.99354217923299,3
SM:363_S250_R1_001,363_S250_R1_001,363_15F-112A-5,363,267,1,15,1,363,15F,112A,1622,5,1613-15x1622-15F,1613-15,1622-15F,112A_5,Plant#5,1613-15_1622-15F,1613-15,1622-15F,15,-103.928898496902,48.2707883537897,25.4425149178222,3
SM:364_S262_R1_001,364_S262_R1_001,364_15G-113A-4,364,268,1,15,2,364,15G,113A,1622,4,1613-15x1622-15G,1613-15,1622-15G,113A_4,Plant#4,1613-15_1622-15G,1613-15,1622-15G,15,-58.0243202431408,1.89275741833949,-9.9291274919674,3
SM:366_S274_R1_001,366_S274_R1_001,366_17F-130A-5,366,269,1,15,3,366,17F,130A,1622,5,1613-17x1622-17F,1613-17,1622-17F,130A_5,Plant#5,1613-17_1622-17F,1613-17,1622-17F,17,-49.150496817197,10.7015942956514,17.3968673055227,3
SM:367_S285_R1_001,367_S285_R1_001,367_17F-130A-6,367,270,1,15,4,367,17F,130A,1622,6,1613-17x1622-17F,1613-17,1622-17F,130A_6,Plant#6,1613-17_1622-17F,1613-17,1622-17F,17,5.13307225406012,-20.2127460076983,6.33342304416218,2
SM:368_S297_R1_001,368_S297_R1_001,368_17H-132A-6,368,271,1,15,5,368,17H,132A,1622,6,1613-17x1622-17H,1613-17,1622-17H,132A_6,Plant#6,1613-17_1622-17H,1613-17,1622-17H,17,17.4399500022652,-8.67788328141492,5.31687035784661,2
SM:369_S309_R1_001,369_S309_R1_001,369_17H-132A-4,369,272,1,15,6,369,17H,132A,1622,4,1613-17x1622-17H,1613-17,1622-17H,132A_4,Plant#4,1613-17_1622-17H,1613-17,1622-17H,17,-27.0421653378316,-73.5378532545332,-26.1144496616234,1
SM:370_S228_R1_001,370_S228_R1_001,370_18C-139A-4,370,273,1,15,7,370,18C,139A,1622,4,1613-18x1622-18C,1613-18,1622-18C,139A_4,Plant#4,1613-18_1622-18C,1613-18,1622-18C,18,3.04635109341674,-43.9796922332968,-48.8361946736891,1
SM:371_S240_R1_001,371_S240_R1_001,371_18C-139A-6,371,274,1,15,8,371,18C,139A,1622,6,1613-18x1622-18C,1613-18,1622-18C,139A_6,Plant#6,1613-18_1622-18C,1613-18,1622-18C,18,-29.1263100133331,-67.2329233441887,-29.9313837036483,1
SM:372_S251_R1_001,372_S251_R1_001,372_18D-140A-6,372,275,1,15,9,372,18D,140A,1622,6,1613-18x1622-18D,1613-18,1622-18D,140A_6,Plant#6,1613-18_1622-18D,1613-18,1622-18D,18,-15.1865366590643,-52.8371353516541,-7.48868968637149,1
SM:373_S263_R1_001,373_S263_R1_001,373_18D-140A-7,373,276,1,15,10,373,18D,140A,1622,7,1613-18x1622-18D,1613-18,1622-18D,140A_7,Plant#7,1613-18_1622-18D,1613-18,1622-18D,18,-11.7382160134418,-57.5497622830473,-22.2679779871032,1
SM:374_S275_R1_001,374_S275_R1_001,374_18D-140A-4,374,277,1,15,11,374,18D,140A,1622,4,1613-18x1622-18D,1613-18,1622-18D,140A_4,Plant#4,1613-18_1622-18D,1613-18,1622-18D,18,-5.10114378079846,-35.0743323210184,-4.57071723715825,1
SM:375_S286_R1_001,375_S286_R1_001,375_18F-142A-3,375,278,1,15,12,375,18F,142A,1622,3,1613-18x1622-18F,1613-18,1622-18F,142A_3,Plant#3,1613-18_1622-18F,1613-18,1622-18F,18,3.2309802882858,-45.7601113830038,-13.4246806893947,1
SM:376_S298_R1_001,376_S298_R1_001,376_18F-142A-4,376,279,1,15,13,376,18F,142A,1622,4,1613-18x1622-18F,1613-18,1622-18F,142A_4,Plant#4,1613-18_1622-18F,1613-18,1622-18F,18,-26.0682609763783,-46.1495004044114,-19.9345114983789,1
SM:378_S310_R1_001,378_S310_R1_001,378_19B-148A-3,378,280,1,15,14,378,19B,148A,1622,3,1613-19x1622-19B,1613-19,1622-19B,148A_3,Plant#3,1613-19_1622-19B,1613-19,1622-19B,19,27.5802366668719,4.47292262277732,13.1269873577233,2
SM:379_S229_R1_001,379_S229_R1_001,379_19C-149A-7,379,281,1,15,15,379,19C,149A,1622,7,1613-19x1622-19C,1613-19,1622-19C,149A_7,Plant#7,1613-19_1622-19C,1613-19,1622-19C,19,21.0323022287018,18.7439603381252,-43.8925657726786,2
SM:380_S241_R1_001,380_S241_R1_001,380_19C-149A-4,380,282,1,15,16,380,19C,149A,1622,4,1613-19x1622-19C,1613-19,1622-19C,149A_4,Plant#4,1613-19_1622-19C,1613-19,1622-19C,19,9.3063390884466,18.5677893542845,-53.9595581055831,2
SM:381_S252_R1_001,381_S252_R1_001,381_19C-149A-5,381,283,1,15,17,381,19C,149A,1622,5,1613-19x1622-19C,1613-19,1622-19C,149A_5,Plant#5,1613-19_1622-19C,1613-19,1622-19C,19,31.227317673086,14.2964937243824,-24.2771922829706,2
SM:382_S264_R1_001,382_S264_R1_001,382_19J-153A-6,382,284,1,15,18,382,19J,153A,1622,6,1613-19x1622-19J,1613-19,1622-19J,153A_6,Plant#6,1613-19_1622-19J,1613-19,1622-19J,19,25.5204400807951,14.0598416095351,-40.5122877646245,2
SM:383_S276_R1_001,383_S276_R1_001,383_19J-153A-5,383,285,1,15,19,383,19J,153A,1622,5,1613-19x1622-19J,1613-19,1622-19J,153A_5,Plant#5,1613-19_1622-19J,1613-19,1622-19J,19,30.3726145796292,8.97964360280456,-45.2887804318451,2
SM:384_S287_R1_001,384_S287_R1_001,384_19K-154A-3,384,286,1,16,1,384,19K,154A,1622,3,1613-19x1622-19K,1613-19,1622-19K,154A_3,Plant#3,1613-19_1622-19K,1613-19,1622-19K,19,25.0199103026449,25.3298529142613,-63.7358020184764,2
SM:385_S299_R1_001,385_S299_R1_001,385_19K-154A-5,385,287,1,16,2,385,19K,154A,1622,5,1613-19x1622-19K,1613-19,1622-19K,154A_5,Plant#5,1613-19_1622-19K,1613-19,1622-19K,19,28.7679111664893,12.3018488386587,-26.9204755167071,2
SM:386_S311_R1_001,386_S311_R1_001,386_2D-4A-4,386,288,1,16,3,386,2D,4A,1622,4,1613-2x1622-2D,1613-2,1622-2D,4A_4,Plant#4,1613-2_1622-2D,1613-2,1622-2D,2,-37.6729839421281,54.724037673919,-32.9847133202377,3
SM:387_S230_R1_001,387_S230_R1_001,387_2D-4A-3,387,289,1,16,4,387,2D,4A,1622,3,1613-2x1622-2D,1613-2,1622-2D,4A_3,Plant#3,1613-2_1622-2D,1613-2,1622-2D,2,16.8668278284691,21.8005065657853,-33.205226017813,2
SM:389_S242_R1_001,389_S242_R1_001,389_20H-161A-3,389,290,1,16,5,389,20H,161A,1622,3,1613-20x1622-20H,1613-20,1622-20H,161A_3,Plant#3,1613-20_1622-20H,1613-20,1622-20H,20,13.8611572458367,49.5652104645154,1.17592419793326,2
SM:390_S253_R1_001,390_S253_R1_001,390_20H-161A-6,390,291,1,16,6,390,20H,161A,1622,6,1613-20x1622-20H,1613-20,1622-20H,161A_6,Plant#6,1613-20_1622-20H,1613-20,1622-20H,20,8.52293703231714,47.1273713561885,2.54152008865902,2
SM:391_S265_R1_001,391_S265_R1_001,391_20H-161A-7,391,292,1,16,7,391,20H,161A,1622,7,1613-20x1622-20H,1613-20,1622-20H,161A_7,Plant#7,1613-20_1622-20H,1613-20,1622-20H,20,23.892209045474,8.57319009753244,54.3199808403131,2
SM:392_S277_R1_001,392_S277_R1_001,392_21I-170A-4,392,293,1,16,8,392,21I,170A,1622,4,1613-21x1622-21I,1613-21,1622-21I,170A_4,Plant#4,1613-21_1622-21I,1613-21,1622-21I,21,27.9420783840102,-5.83802513980413,60.4272905372943,2
SM:393_S288_R1_001,393_S288_R1_001,393_21A-166A-3,393,294,1,16,9,393,21A,166A,1622,3,1613-21x1622-21A,1613-21,1622-21A,166A_3,Plant#3,1613-21_1622-21A,1613-21,1622-21A,21,-5.5796291894612,-34.3563709021345,-3.79575194985954,1
SM:397_S300_R1_001,397_S300_R1_001,397_22F-176A-4,397,295,1,16,10,397,22F,176A,1622,4,1613-22x1622-22F,1613-22,1622-22F,176A_4,Plant#4,1613-22_1622-22F,1613-22,1622-22F,22,20.7092033936613,16.3099626720066,-1.27213325948435,2
SM:400_S312_R1_001,400_S312_R1_001,400_22F-176A-7,400,296,1,16,11,400,22F,176A,1622,7,1613-22x1622-22F,1613-22,1622-22F,176A_7,Plant#7,1613-22_1622-22F,1613-22,1622-22F,22,32.6870011371587,-16.9859746055001,97.0784524773739,2
SM:401_S231_R1_001,401_S231_R1_001,401_22F-176A-3,401,297,1,16,12,401,22F,176A,1622,3,1613-22x1622-22F,1613-22,1622-22F,176A_3,Plant#3,1613-22_1622-22F,1613-22,1622-22F,22,28.3128003371358,23.5076964550824,-3.63905614053275,2
SM:402_S243_R1_001,402_S243_R1_001,402_22G-177A-3,402,298,1,16,13,402,22G,177A,1622,3,1613-22x1622-22G,1613-22,1622-22G,177A_3,Plant#3,1613-22_1622-22G,1613-22,1622-22G,22,25.7496786275477,15.5230078977717,-13.5398885408341,2
SM:404_S254_R1_001,404_S254_R1_001,404_23A-182A-4,404,299,1,16,14,404,23A,182A,1622,4,1613-23x1622-23A,1613-23,1622-23A,182A_4,Plant#4,1613-23_1622-23A,1613-23,1622-23A,23,9.63494766798595,-6.66772173980608,-6.03439450918289,2
SM:405_S266_R1_001,405_S266_R1_001,405_23D-184A-6,405,300,1,16,15,405,23D,184A,1622,6,1613-23x1622-23D,1613-23,1622-23D,184A_6,Plant#6,1613-23_1622-23D,1613-23,1622-23D,23,-17.4178557970216,-8.02323682154493,-20.2242786939494,1
SM:406_S278_R1_001,406_S278_R1_001,406_23D-184A-7,406,301,1,16,16,406,23D,184A,1622,7,1613-23x1622-23D,1613-23,1622-23D,184A_7,Plant#7,1613-23_1622-23D,1613-23,1622-23D,23,-13.1931707093084,-58.7461107084141,-23.5057839268001,1
SM:408_S289_R1_001,408_S289_R1_001,408_23F-186A-7,408,302,1,16,17,408,23F,186A,1622,7,1613-23x1622-23F,1613-23,1622-23F,186A_7,Plant#7,1613-23_1622-23F,1613-23,1622-23F,23,18.7642834119832,5.28309999639579,-0.600703942181727,2
SM:409_S301_R1_001,409_S301_R1_001,409_26A-192A-4,409,303,1,16,18,409,26A,192A,1622,4,1613-26x1622-26A,1613-26,1622-26A,192A_4,Plant#4,1613-26_1622-26A,1613-26,1622-26A,26,-51.8485953647406,39.8543952837471,21.4525624714495,3
SM:410_S313_R1_001,410_S313_R1_001,410_26D-195A-3,410,304,1,16,19,410,26D,195A,1622,3,1613-26x1622-26D,1613-26,1622-26D,195A_3,Plant#3,1613-26_1622-26D,1613-26,1622-26D,26,7.95647044419659,-3.24878884688866,20.2594580623181,2
SM:411_S232_R1_001,411_S232_R1_001,411_26D-195A-4,411,305,1,17,1,411,26D,195A,1622,4,1613-26x1622-26D,1613-26,1622-26D,195A_4,Plant#4,1613-26_1622-26D,1613-26,1622-26D,26,1.2059163366024,8.65464243298297,16.8523908386272,2
